mode,target_profile,W_SM_KiB,blocks_per_SM,active_SM,n_gpu_active,gpu_list,valid,regime,shared_resident,l2_candidate,dram_candidate,reason,command
store_path,rtx3090,64,2,82,1,0,True,shared_resident,True,True,False,fits shared memory,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 64 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,64,4,82,1,0,True,shared_resident,True,True,False,fits shared memory,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 64 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,64,8,82,1,0,True,shared_resident,True,True,False,fits shared memory,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 64 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,64,16,82,1,0,True,shared_resident,True,True,False,fits shared memory,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,64,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 64 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,128,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 128 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,128,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 128 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,128,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 128 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,128,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 128 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,128,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 128 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,128,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 128 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,256,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 256 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,256,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 256 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,256,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 256 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,256,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,256,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 256 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,256,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 256 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,512,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 512 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,512,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 512 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,512,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 512 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,512,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,512,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 512 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,512,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 512 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,1024,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 1024 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,1024,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 1024 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,1024,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 1024 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,1024,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 1024 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,1024,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 1024 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,1024,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 1024 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,2048,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 2048 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,2048,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 2048 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,2048,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 2048 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,2048,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,2048,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 2048 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,2048,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 2048 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,4096,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 4096 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,4096,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 4096 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,4096,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 4096 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,4096,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 4096 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,4096,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 4096 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,4096,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 4096 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,8192,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 8192 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,8192,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 8192 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,8192,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 8192 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,8192,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 8192 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,8192,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 8192 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,8192,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 8192 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,16384,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 16384 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,16384,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 16384 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,16384,4,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 16384 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,16384,8,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 16384 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,16384,16,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 16384 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,16384,32,82,1,0,False,invalid_blocks_per_sm,False,False,False,skipped_for_mode_or_invalid:blocks_per_SM exceeds resident block limit 16,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 16384 --blocks-per-sm 32 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,32768,1,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 32768 --blocks-per-sm 1 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
store_path,rtx3090,32768,2,82,1,0,True,dram_mixed_streaming,False,False,True,full-GPU working set exceeds nominal L2,./build/a100_fp16_energy_v2 --gpu-list 0 --mode store_path --w-sm-kib 32768 --blocks-per-sm 2 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --output results/raw/rtx3090_full_sweep_20260701.csv --verify-smid 1
